Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
46,1450,Research & Development,Life Sciences,Male,Married,10849,No,0.0
35,1361,Sales,Life Sciences,Male,Married,21026,Yes,2102.6
24,984,Research & Development,Life Sciences,Female,Married,3372,No,0.0
33,1146,Sales,Medical,Female,Married,4905,No,490.5
36,917,Research & Development,Life Sciences,Male,Divorced,6865,No,0.0
30,853,Research & Development,Life Sciences,Male,Divorced,11309,No,0.0
44,200,Research & Development,Other,Male,Single,7744,No,0.0
20,654,Sales,Marketing,Male,Single,5050,No,505.0
46,150,Research & Development,Technical Degree,Male,Divorced,17433,No,0.0
42,179,Human Resources,Medical,Male,Married,12858,No,0.0
60,696,Sales,Marketing,Male,Divorced,10893,Yes,1089.3
32,116,Research & Development,Other,Female,Married,7331,No,0.0
32,1316,Research & Development,Life Sciences,Female,Single,2338,Yes,0.0
36,363,Research & Development,Technical Degree,Female,Divorced,4235,Yes,0.0
33,117,Research & Development,Medical,Male,Married,6311,No,0.0
40,107,Sales,Technical Degree,Female,Divorced,11591,No,1159.1000000000001
25,1356,Sales,Life Sciences,Male,Single,20623,No,2062.3
30,1465,Research & Development,Medical,Male,Married,9369,Yes,0.0
42,458,Research & Development,Medical,Female,Married,23281,Yes,0.0
35,1212,Sales,Marketing,Female,Married,13755,Yes,1375.5
27,1103,Research & Development,Life Sciences,Male,Married,14377,Yes,0.0
54,966,Research & Development,Life Sciences,Female,Divorced,9659,No,0.0
44,1117,Research & Development,Life Sciences,Female,Married,19982,No,0.0
19,504,Research & Development,Medical,Female,Single,6148,Yes,0.0
29,1010,Research & Development,Life Sciences,Female,Divorced,5598,No,0.0
54,685,Research & Development,Life Sciences,Male,Married,23474,No,0.0
31,1332,Research & Development,Medical,Male,Married,17089,Yes,0.0
31,1062,Research & Development,Medical,Female,Single,17198,No,0.0
59,326,Sales,Life Sciences,Female,Single,16490,No,1649.0
43,920,Research & Development,Life Sciences,Male,Married,18625,No,0.0
49,1098,Research & Development,Medical,Male,Married,12124,No,0.0
36,469,Research & Development,Technical Degree,Male,Married,9256,No,0.0
48,969,Research & Development,Technical Degree,Male,Single,16620,No,0.0
27,1167,Research & Development,Life Sciences,Male,Divorced,3208,No,0.0
29,1329,Research & Development,Life Sciences,Male,Divorced,4204,Yes,0.0
48,715,Research & Development,Life Sciences,Male,Single,8733,No,0.0
29,694,Research & Development,Life Sciences,Female,Divorced,3423,No,0.0
34,1320,Research & Development,Technical Degree,Female,Married,21643,No,0.0
44,1099,Sales,Marketing,Male,Married,8751,No,875.1
33,536,Sales,Marketing,Male,Divorced,21708,Yes,2170.8
19,265,Research & Development,Life Sciences,Female,Single,21221,Yes,0.0
23,373,Research & Development,Life Sciences,Male,Married,16901,No,0.0
25,599,Sales,Life Sciences,Male,Single,8040,Yes,804.0
26,583,Research & Development,Life Sciences,Male,Single,9973,Yes,0.0
45,1449,Sales,Marketing,Female,Single,2493,Yes,249.3
55,177,Research & Development,Medical,Male,Divorced,25592,Yes,0.0
21,251,Research & Development,Life Sciences,Female,Single,25308,No,0.0
46,168,Sales,Marketing,Female,Married,9946,No,994.6
34,131,Sales,Marketing,Female,Single,6039,Yes,603.9
51,237,Sales,Life Sciences,Male,Divorced,19196,Yes,1919.6000000000001
59,1429,Research & Development,Medical,Male,Single,20002,No,0.0
34,135,Research & Development,Medical,Female,Divorced,22534,No,0.0
28,791,Research & Development,Medical,Male,Single,6842,Yes,0.0
44,1199,Research & Development,Life Sciences,Male,Divorced,17477,No,0.0
34,648,Human Resources,Life Sciences,Male,Married,21833,No,0.0
35,735,Research & Development,Life Sciences,Male,Married,6020,Yes,0.0
42,603,Research & Development,Medical,Female,Married,5628,Yes,0.0
43,531,Sales,Marketing,Female,Single,20364,No,2036.4
36,429,Research & Development,Life Sciences,Female,Single,2323,Yes,0.0
44,621,Research & Development,Medical,Female,Married,14075,No,0.0
28,193,Research & Development,Life Sciences,Male,Married,14222,Yes,0.0
51,968,Research & Development,Medical,Female,Single,4257,No,0.0
30,879,Research & Development,Medical,Female,Single,12858,Yes,0.0
29,806,Research & Development,Technical Degree,Female,Divorced,17285,Yes,0.0
28,640,Research & Development,Technical Degree,Male,Single,4732,No,0.0
25,266,Research & Development,Medical,Female,Single,18830,No,0.0
32,604,Sales,Medical,Male,Married,11693,No,1169.3
45,364,Research & Development,Medical,Female,Single,13035,No,0.0
39,412,Research & Development,Medical,Female,Divorced,17334,Yes,0.0
58,848,Research & Development,Life Sciences,Male,Divorced,26076,No,0.0
32,1089,Research & Development,Life Sciences,Male,Married,22845,No,0.0
39,360,Research & Development,Medical,Male,Single,22154,No,0.0
30,1138,Research & Development,Technical Degree,Female,Married,23631,No,0.0
36,325,Research & Development,Technical Degree,Female,Married,5747,No,0.0
46,991,Human Resources,Life Sciences,Female,Single,22957,No,0.0
28,1476,Research & Development,Life Sciences,Female,Married,16392,No,0.0
50,1322,Research & Development,Life Sciences,Female,Married,22422,Yes,0.0
40,299,Sales,Marketing,Male,Single,17235,Yes,1723.5
52,1030,Sales,Life Sciences,Male,Single,21534,Yes,2153.4
30,634,Research & Development,Medical,Female,Married,25927,Yes,0.0
39,524,Research & Development,Life Sciences,Male,Single,13352,No,0.0
31,587,Sales,Life Sciences,Female,Divorced,8935,Yes,893.5
41,256,Sales,Medical,Male,Single,22074,No,2207.4
31,1060,Sales,Life Sciences,Female,Single,8319,Yes,831.9000000000001
44,935,Research & Development,Life Sciences,Male,Married,14669,No,0.0
42,495,Research & Development,Life Sciences,Male,Married,26582,Yes,0.0
55,282,Research & Development,Medical,Female,Married,6992,No,0.0
56,206,Human Resources,Life Sciences,Male,Single,4022,No,0.0
40,458,Research & Development,Life Sciences,Male,Divorced,8532,No,0.0
34,943,Research & Development,Life Sciences,Male,Divorced,5494,No,0.0
40,523,Research & Development,Life Sciences,Male,Single,22455,No,0.0
41,1018,Sales,Marketing,Female,Divorced,4297,No,429.70000000000005
35,482,Research & Development,Life Sciences,Male,Single,2690,Yes,0.0
51,770,Human Resources,Life Sciences,Male,Divorced,17588,Yes,0.0
38,1009,Sales,Life Sciences,Female,Divorced,19461,No,1946.1000000000001
34,507,Sales,Medical,Female,Single,23553,No,2355.3
25,882,Research & Development,Medical,Male,Married,9075,No,0.0
58,601,Research & Development,Medical,Female,Married,12023,Yes,0.0
40,329,Research & Development,Life Sciences,Male,Married,6762,No,0.0
36,607,Sales,Marketing,Female,Married,2261,No,226.10000000000002
48,855,Research & Development,Life Sciences,Male,Single,18706,No,0.0
27,1291,Sales,Medical,Female,Married,6527,No,652.7
51,1405,Research & Development,Technical Degree,Female,Single,24439,No,0.0
18,1124,Research & Development,Life Sciences,Female,Single,19305,No,0.0
35,817,Research & Development,Medical,Female,Married,10846,No,0.0
27,793,Sales,Life Sciences,Male,Single,20392,No,2039.2
55,267,Sales,Marketing,Male,Single,9277,Yes,927.7
56,1369,Research & Development,Life Sciences,Male,Married,18235,Yes,0.0
34,999,Research & Development,Technical Degree,Female,Divorced,15891,No,0.0
40,1202,Research & Development,Medical,Female,Divorced,13888,No,0.0
34,285,Research & Development,Medical,Male,Married,17491,No,0.0
31,703,Sales,Life Sciences,Female,Single,11882,No,1188.2
35,662,Sales,Marketing,Female,Married,23288,Yes,2328.8
38,693,Research & Development,Life Sciences,Male,Divorced,15748,No,0.0
34,404,Research & Development,Technical Degree,Female,Single,6163,No,0.0
28,736,Sales,Life Sciences,Male,Married,24232,No,2423.2000000000003
31,330,Research & Development,Medical,Male,Married,21057,Yes,0.0
39,1498,Sales,Life Sciences,Male,Married,3567,Yes,356.70000000000005
51,541,Sales,Marketing,Male,Married,15395,No,1539.5
41,1200,Research & Development,Life Sciences,Female,Divorced,13953,Yes,0.0
37,1439,Research & Development,Life Sciences,Male,Married,5182,Yes,0.0
33,1111,Sales,Life Sciences,Male,Married,19293,No,1929.3000000000002
32,499,Sales,Marketing,Male,Married,20497,Yes,2049.7000000000003
39,1485,Research & Development,Life Sciences,Male,Married,3449,No,0.0
25,1372,Sales,Life Sciences,Male,Married,12477,No,1247.7
52,322,Research & Development,Medical,Female,Married,9731,Yes,0.0
43,930,Research & Development,Medical,Female,Single,20003,Yes,0.0
27,205,Sales,Marketing,Female,Married,7100,Yes,710.0
27,135,Research & Development,Life Sciences,Female,Single,25681,Yes,0.0
26,683,Research & Development,Medical,Male,Single,4050,No,0.0
42,1147,Human Resources,Human Resources,Female,Married,16616,No,0.0
52,258,Research & Development,Other,Female,Married,17363,No,0.0
37,1462,Research & Development,Medical,Female,Single,19106,No,0.0
35,200,Research & Development,Life Sciences,Male,Single,19944,No,0.0
25,949,Research & Development,Technical Degree,Male,Married,4910,No,0.0
26,652,Research & Development,Other,Male,Single,23577,No,0.0
29,332,Human Resources,Other,Male,Single,9769,No,0.0
49,1475,Research & Development,Life Sciences,Male,Single,22710,No,0.0
29,337,Research & Development,Other,Female,Single,22930,Yes,0.0
54,971,Research & Development,Medical,Female,Single,5652,No,0.0
58,1055,Research & Development,Medical,Female,Married,22456,Yes,0.0
55,1136,Research & Development,Medical,Male,Divorced,12414,No,0.0
36,1174,Sales,Marketing,Female,Single,20763,Yes,2076.3
31,667,Sales,Life Sciences,Female,Single,16154,No,1615.4
30,855,Sales,Marketing,Female,Divorced,12761,No,1276.1000000000001
31,182,Research & Development,Life Sciences,Female,Single,8847,No,0.0
34,560,Research & Development,Other,Male,Divorced,20284,No,0.0
31,202,Research & Development,Life Sciences,Female,Single,22262,No,0.0
27,1377,Research & Development,Life Sciences,Male,Married,7679,No,0.0
36,172,Research & Development,Life Sciences,Male,Single,22604,No,0.0
36,329,Sales,Marketing,Female,Married,13494,No,1349.4
47,465,Research & Development,Technical Degree,Male,Married,10205,No,0.0
25,383,Sales,Life Sciences,Male,Married,15182,No,1518.2
37,1413,Research & Development,Technical Degree,Male,Single,25470,No,0.0
56,1255,Research & Development,Life Sciences,Female,Married,10494,No,0.0
47,359,Research & Development,Medical,Female,Married,26703,No,0.0
24,1476,Sales,Medical,Female,Married,15211,Yes,1521.1000000000001
32,601,Sales,Marketing,Male,Married,23343,No,2334.3
34,401,Research & Development,Life Sciences,Female,Married,3708,No,0.0
41,1283,Research & Development,Medical,Male,Married,5561,Yes,0.0
40,663,Research & Development,Other,Male,Divorced,23099,No,0.0
31,326,Sales,Life Sciences,Male,Divorced,8386,No,838.6
46,377,Sales,Marketing,Male,Divorced,15986,No,1598.6000000000001
39,592,Research & Development,Life Sciences,Female,Single,17181,Yes,0.0
31,1445,Research & Development,Life Sciences,Female,Single,8931,No,0.0
45,1038,Research & Development,Medical,Male,Divorced,19863,Yes,0.0
31,1398,Human Resources,Medical,Female,Single,24609,No,0.0
31,523,Research & Development,Life Sciences,Male,Married,21081,Yes,0.0
45,1448,Research & Development,Technical Degree,Male,Married,14720,Yes,0.0
48,1221,Sales,Marketing,Male,Divorced,24795,No,2479.5
34,1107,Human Resources,Technical Degree,Female,Married,3072,No,0.0
40,218,Research & Development,Medical,Male,Divorced,25178,No,0.0
28,866,Sales,Medical,Male,Single,23490,No,2349.0
44,981,Research & Development,Life Sciences,Male,Single,7973,No,0.0
53,447,Research & Development,Medical,Male,Single,19764,No,0.0
49,1495,Research & Development,Technical Degree,Male,Married,21534,No,0.0
40,896,Research & Development,Medical,Male,Divorced,8045,No,0.0
44,1467,Research & Development,Life Sciences,Male,Single,21158,No,0.0
33,430,Sales,Medical,Male,Married,17456,No,1745.6000000000001
34,1326,Sales,Other,Male,Single,15891,No,1589.1000000000001
30,1358,Sales,Life Sciences,Male,Married,2939,No,293.90000000000003
42,748,Research & Development,Medical,Female,Single,16458,No,0.0
44,383,Sales,Marketing,Female,Married,9282,No,928.2
30,990,Research & Development,Technical Degree,Male,Divorced,7152,No,0.0
57,405,Research & Development,Life Sciences,Male,Married,2721,No,0.0
49,1490,Research & Development,Life Sciences,Male,Divorced,20948,No,0.0
34,829,Research & Development,Medical,Male,Divorced,11929,No,0.0
28,1496,Sales,Technical Degree,Male,Married,15747,No,1574.7
29,115,Sales,Technical Degree,Female,Single,17485,No,1748.5
34,790,Sales,Medical,Female,Single,7815,Yes,781.5
35,660,Sales,Life Sciences,Male,Married,16192,No,1619.2
24,381,Research & Development,Medical,Male,Single,16998,Yes,0.0
24,830,Sales,Life Sciences,Female,Married,7103,No,710.3000000000001
44,1193,Research & Development,Medical,Male,Single,19719,Yes,0.0
29,1246,Sales,Life Sciences,Male,Divorced,23757,No,2375.7000000000003
30,330,Human Resources,Life Sciences,Male,Divorced,15428,No,0.0
55,1229,Research & Development,Life Sciences,Male,Married,16143,Yes,0.0
33,1099,Research & Development,Medical,Female,Married,8192,No,0.0
47,571,Sales,Medical,Female,Married,24200,Yes,2420.0
28,289,Research & Development,Medical,Male,Single,5355,No,0.0
28,1423,Research & Development,Life Sciences,Male,Divorced,12530,No,0.0
28,467,Sales,Life Sciences,Male,Single,11827,No,1182.7
49,271,Research & Development,Medical,Female,Married,23070,No,0.0
29,410,Research & Development,Life Sciences,Female,Married,4668,No,0.0
28,1083,Research & Development,Life Sciences,Male,Married,3173,No,0.0
33,516,Research & Development,Life Sciences,Male,Single,22049,Yes,0.0
32,495,Research & Development,Medical,Male,Single,21072,No,0.0
54,1050,Research & Development,Medical,Female,Divorced,24456,No,0.0
29,224,Research & Development,Technical Degree,Male,Single,7568,No,0.0
44,136,Research & Development,Life Sciences,Male,Married,22074,No,0.0
39,1089,Research & Development,Life Sciences,Female,Single,9150,No,0.0
46,228,Sales,Life Sciences,Female,Married,11380,No,1138.0
35,1029,Research & Development,Life Sciences,Female,Single,21195,No,0.0
23,507,Research & Development,Life Sciences,Male,Single,24812,No,0.0
40,676,Research & Development,Life Sciences,Male,Single,21831,No,0.0
34,971,Sales,Technical Degree,Male,Married,12288,Yes,1228.8000000000002
31,561,Research & Development,Life Sciences,Female,Single,4156,No,0.0
50,333,Research & Development,Medical,Male,Single,24450,Yes,0.0
34,1440,Sales,Technical Degree,Male,Married,4944,Yes,494.40000000000003
42,1210,Research & Development,Medical,Male,Married,24052,No,0.0
37,674,Research & Development,Medical,Male,Married,3031,No,0.0
29,441,Research & Development,Other,Female,Married,7288,No,0.0
33,575,Research & Development,Life Sciences,Male,Single,24152,No,0.0
45,950,Research & Development,Technical Degree,Male,Married,4585,No,0.0
42,288,Research & Development,Life Sciences,Male,Married,18611,Yes,0.0
40,1342,Sales,Medical,Male,Married,19345,No,1934.5
33,589,Research & Development,Life Sciences,Male,Married,22949,Yes,0.0
40,898,Human Resources,Medical,Male,Single,17381,Yes,0.0
24,350,Research & Development,Technical Degree,Male,Divorced,10036,No,0.0
40,1142,Research & Development,Life Sciences,Male,Divorced,8841,Yes,0.0
45,538,Research & Development,Technical Degree,Male,Divorced,20933,No,0.0
35,1402,Sales,Life Sciences,Female,Married,26204,No,2620.4
32,824,Research & Development,Life Sciences,Female,Married,15624,No,0.0
36,1157,Sales,Life Sciences,Male,Single,17001,Yes,1700.1000000000001
48,492,Sales,Life Sciences,Female,Divorced,13693,No,1369.3000000000002
29,598,Research & Development,Life Sciences,Male,Married,22376,No,0.0
33,1242,Sales,Life Sciences,Male,Married,10589,No,1058.9
30,740,Sales,Life Sciences,Male,Married,5323,No,532.3000000000001
38,888,Human Resources,Human Resources,Male,Married,14814,No,0.0
35,992,Research & Development,Medical,Male,Single,21731,No,0.0
30,1288,Sales,Technical Degree,Male,Married,17799,No,1779.9
35,104,Research & Development,Life Sciences,Female,Divorced,26619,Yes,0.0
53,607,Research & Development,Technical Degree,Female,Married,14618,No,0.0
38,903,Research & Development,Medical,Male,Married,7653,No,0.0
32,1200,Research & Development,Technical Degree,Male,Married,25174,No,0.0
48,1108,Research & Development,Other,Female,Married,16530,No,0.0
34,479,Research & Development,Medical,Male,Single,22061,No,0.0
55,685,Sales,Marketing,Male,Married,23037,No,2303.7000000000003
34,1351,Research & Development,Life Sciences,Male,Married,13008,No,0.0
26,474,Research & Development,Life Sciences,Female,Married,11133,No,0.0
38,1245,Sales,Life Sciences,Male,Married,12355,No,1235.5
38,437,Sales,Life Sciences,Female,Single,16379,No,1637.9
36,884,Sales,Life Sciences,Female,Single,21447,No,2144.7000000000003
29,1370,Research & Development,Medical,Male,Single,16213,Yes,0.0
35,670,Research & Development,Medical,Female,Single,4223,Yes,0.0
39,1462,Sales,Medical,Male,Married,4658,No,465.8
29,995,Research & Development,Life Sciences,Male,Divorced,24483,No,0.0
50,264,Sales,Marketing,Male,Married,19519,Yes,1951.9
23,977,Research & Development,Technical Degree,Male,Married,12826,No,0.0
36,1302,Research & Development,Life Sciences,Male,Married,19711,Yes,0.0
42,1059,Research & Development,Other,Male,Single,26362,No,0.0
35,750,Research & Development,Life Sciences,Male,Married,25348,No,0.0
34,653,Research & Development,Technical Degree,Male,Married,15332,No,0.0
40,118,Sales,Life Sciences,Female,Married,11262,No,1126.2
43,990,Research & Development,Technical Degree,Male,Divorced,5855,No,0.0
35,1349,Research & Development,Life Sciences,Male,Married,7713,No,0.0
46,563,Sales,Life Sciences,Male,Single,3156,No,315.6
28,329,Research & Development,Medical,Male,Married,7324,Yes,0.0
22,457,Research & Development,Other,Female,Married,10293,Yes,0.0
50,1234,Research & Development,Medical,Male,Married,20689,Yes,0.0
32,634,Research & Development,Other,Female,Married,18783,No,0.0
44,1313,Research & Development,Medical,Female,Divorced,3549,Yes,0.0
30,241,Research & Development,Medical,Male,Married,5348,No,0.0
45,1015,Research & Development,Medical,Female,Single,23447,Yes,0.0
45,336,Sales,Marketing,Male,Married,24162,No,2416.2000000000003
31,715,Sales,Other,Male,Single,21602,No,2160.2000000000003
36,559,Research & Development,Life Sciences,Female,Married,12421,Yes,0.0
34,426,Research & Development,Life Sciences,Male,Divorced,17000,No,0.0
49,722,Research & Development,Life Sciences,Female,Married,22102,No,0.0
39,1387,Research & Development,Medical,Male,Married,3835,No,0.0
27,1302,Research & Development,Other,Male,Divorced,16290,No,0.0
35,819,Research & Development,Life Sciences,Male,Married,26312,No,0.0
28,580,Research & Development,Medical,Female,Divorced,20460,No,0.0
21,546,Research & Development,Medical,Male,Single,26009,No,0.0
18,544,Sales,Medical,Female,Single,18420,Yes,1842.0
47,1176,Human Resources,Life Sciences,Female,Married,5220,No,0.0
39,170,Research & Development,Medical,Male,Divorced,10302,No,0.0
40,884,Research & Development,Life Sciences,Female,Married,25800,No,0.0
35,208,Research & Development,Life Sciences,Female,Married,12250,No,0.0
37,671,Research & Development,Life Sciences,Male,Married,26493,No,0.0
39,711,Research & Development,Medical,Female,Single,3140,No,0.0
45,1329,Research & Development,Other,Female,Divorced,5388,No,0.0
38,397,Research & Development,Medical,Female,Married,14199,Yes,0.0
35,737,Sales,Medical,Male,Married,21530,No,2153.0
37,1470,Research & Development,Medical,Female,Married,9953,No,0.0
40,448,Research & Development,Life Sciences,Female,Single,19948,Yes,0.0
44,602,Human Resources,Human Resources,Male,Married,10503,Yes,0.0
48,365,Research & Development,Medical,Male,Married,5602,No,0.0
35,763,Sales,Medical,Male,Divorced,22098,Yes,2209.8
24,567,Research & Development,Technical Degree,Female,Single,17218,Yes,0.0
27,486,Research & Development,Medical,Female,Married,22490,No,0.0
27,591,Research & Development,Medical,Male,Single,6297,No,0.0
40,1329,Research & Development,Life Sciences,Male,Single,3339,Yes,0.0
29,469,Sales,Medical,Male,Single,23413,No,2341.3
36,711,Research & Development,Life Sciences,Female,Married,22792,No,0.0
25,772,Research & Development,Life Sciences,Male,Divorced,4973,No,0.0
39,492,Research & Development,Medical,Male,Married,7693,No,0.0
49,301,Research & Development,Other,Female,Married,3498,No,0.0
50,813,Research & Development,Life Sciences,Female,Divorced,21981,No,0.0
20,1141,Sales,Medical,Female,Single,13251,No,1325.1000000000001
34,1130,Research & Development,Life Sciences,Female,Divorced,19332,No,0.0
36,311,Research & Development,Life Sciences,Male,Single,10950,No,0.0
49,465,Research & Development,Life Sciences,Female,Married,11652,Yes,0.0
36,894,Research & Development,Medical,Female,Married,15411,No,0.0
36,1040,Research & Development,Life Sciences,Male,Divorced,26308,No,0.0
54,584,Research & Development,Medical,Female,Married,18685,No,0.0
43,1291,Research & Development,Life Sciences,Male,Married,3525,No,0.0
35,880,Sales,Other,Male,Single,10414,Yes,1041.4
38,1189,Research & Development,Life Sciences,Male,Married,9867,No,0.0
29,991,Sales,Medical,Male,Divorced,3356,Yes,335.6
33,392,Sales,Medical,Male,Divorced,3921,No,392.1
32,977,Research & Development,Medical,Male,Divorced,25518,No,0.0
31,1112,Sales,Life Sciences,Female,Married,22589,No,2258.9
49,464,Research & Development,Medical,Female,Divorced,24941,Yes,0.0
38,148,Research & Development,Medical,Female,Single,23826,No,0.0
47,1225,Sales,Life Sciences,Female,Divorced,21086,No,2108.6
49,809,Research & Development,Life Sciences,Male,Single,22384,No,0.0
41,1206,Sales,Life Sciences,Male,Single,11591,Yes,1159.1000000000001
20,727,Sales,Life Sciences,Male,Single,21082,No,2108.2000000000003
33,530,Sales,Life Sciences,Female,Divorced,16130,Yes,1613.0
36,1351,Research & Development,Life Sciences,Male,Married,7419,No,0.0
44,528,Human Resources,Life Sciences,Female,Divorced,4167,Yes,0.0
23,1320,Research & Development,Medical,Male,Single,20586,Yes,0.0
38,1495,Research & Development,Medical,Female,Married,26176,No,0.0
53,1395,Research & Development,Medical,Male,Married,3458,No,0.0
48,708,Sales,Medical,Female,Married,11740,Yes,1174.0
32,1259,Research & Development,Life Sciences,Male,Single,24852,No,0.0
26,786,Research & Development,Medical,Male,Single,11925,No,0.0
55,1441,Research & Development,Technical Degree,Male,Divorced,23737,No,0.0
34,1157,Research & Development,Medical,Male,Married,11912,No,0.0
60,370,Research & Development,Medical,Male,Divorced,20467,No,0.0
33,267,Research & Development,Medical,Male,Married,13637,No,0.0
37,1278,Sales,Medical,Male,Divorced,7677,No,767.7
34,678,Research & Development,Life Sciences,Female,Married,20338,No,0.0
23,427,Sales,Life Sciences,Male,Divorced,25103,Yes,2510.3
44,921,Research & Development,Life Sciences,Female,Married,14810,Yes,0.0
35,146,Research & Development,Medical,Male,Single,13970,Yes,0.0
43,1179,Sales,Medical,Male,Married,6069,Yes,606.9
24,581,Research & Development,Medical,Male,Married,17616,No,0.0
41,918,Sales,Marketing,Male,Single,15869,No,1586.9
29,1082,Research & Development,Medical,Female,Married,25412,No,0.0
36,530,Sales,Life Sciences,Female,Single,7439,No,743.9000000000001
45,1238,Research & Development,Life Sciences,Male,Married,3395,No,0.0
24,240,Human Resources,Human Resources,Male,Married,11585,No,0.0
47,1093,Sales,Life Sciences,Male,Married,24164,No,2416.4
26,390,Research & Development,Medical,Male,Married,6217,No,0.0
45,1005,Research & Development,Technical Degree,Female,Single,17119,No,0.0
32,585,Research & Development,Life Sciences,Male,Married,17360,No,0.0
31,741,Research & Development,Life Sciences,Male,Married,18103,No,0.0
41,552,Human Resources,Human Resources,Male,Married,20794,No,0.0
40,369,Research & Development,Life Sciences,Female,Married,5041,Yes,0.0
24,506,Research & Development,Medical,Male,Divorced,3622,No,0.0
46,717,Research & Development,Life Sciences,Male,Single,9697,No,0.0
35,1370,Research & Development,Life Sciences,Male,Married,5151,No,0.0
30,793,Research & Development,Life Sciences,Male,Married,3811,No,0.0
47,543,Sales,Marketing,Male,Married,3536,No,353.6
46,1277,Sales,Life Sciences,Male,Divorced,5596,Yes,559.6
36,1456,Sales,Marketing,Male,Divorced,8658,Yes,865.8000000000001
32,964,Sales,Life Sciences,Male,Single,12147,No,1214.7
23,160,Research & Development,Medical,Female,Single,12862,No,0.0
31,163,Research & Development,Technical Degree,Female,Single,6670,No,0.0
39,792,Research & Development,Life Sciences,Male,Married,8989,Yes,0.0
32,371,Sales,Life Sciences,Male,Married,3840,No,384.0
40,611,Sales,Medical,Male,Single,4349,No,434.90000000000003
45,176,Human Resources,Life Sciences,Female,Married,6595,No,0.0
30,1312,Research & Development,Technical Degree,Female,Single,26427,No,0.0
24,897,Human Resources,Medical,Male,Married,2097,No,0.0
30,600,Human Resources,Human Resources,Female,Divorced,9732,No,0.0
31,1003,Sales,Technical Degree,Male,Married,20943,No,2094.3
27,1054,Research & Development,Medical,Female,Single,6152,No,0.0
29,428,Sales,Marketing,Female,Single,14630,No,1463.0
29,461,Research & Development,Life Sciences,Male,Single,23060,Yes,0.0
30,979,Sales,Marketing,Male,Divorced,3088,No,308.8
34,181,Research & Development,Medical,Male,Married,5586,Yes,0.0
33,1283,Sales,Marketing,Female,Single,10697,No,1069.7
49,1313,Sales,Marketing,Female,Single,8191,No,819.1
33,211,Sales,Life Sciences,Female,Single,10092,Yes,1009.2
38,594,Research & Development,Medical,Female,Married,15963,No,0.0
31,1079,Sales,Marketing,Male,Married,19002,No,1900.2
29,590,Research & Development,Technical Degree,Female,Divorced,10007,No,0.0
30,305,Research & Development,Life Sciences,Male,Married,9128,No,0.0
32,953,Research & Development,Technical Degree,Male,Single,17674,No,0.0
38,833,Research & Development,Medical,Male,Married,24539,Yes,0.0
43,807,Research & Development,Technical Degree,Male,Married,15587,Yes,0.0
42,855,Research & Development,Medical,Male,Divorced,8952,No,0.0
55,478,Research & Development,Medical,Male,Married,19805,No,0.0
33,775,Research & Development,Technical Degree,Male,Divorced,6194,No,0.0
41,548,Research & Development,Life Sciences,Male,Divorced,20520,No,0.0
34,1375,Sales,Life Sciences,Male,Divorced,12313,Yes,1231.3000000000002
53,661,Research & Development,Medical,Female,Married,22308,Yes,0.0
43,244,Human Resources,Life Sciences,Male,Single,5033,No,0.0
34,511,Sales,Life Sciences,Female,Single,25353,No,2535.3
21,337,Sales,Marketing,Male,Single,4567,No,456.70000000000005
38,1153,Research & Development,Other,Female,Married,16376,No,0.0
22,1294,Research & Development,Medical,Female,Married,15999,Yes,0.0
31,196,Sales,Marketing,Female,Married,13402,No,1340.2
51,942,Research & Development,Technical Degree,Female,Married,22984,No,0.0
37,589,Sales,Marketing,Male,Married,8800,No,880.0
46,734,Research & Development,Medical,Male,Divorced,14218,Yes,0.0
36,1383,Research & Development,Life Sciences,Male,Married,25949,Yes,0.0
44,429,Research & Development,Medical,Male,Divorced,11092,Yes,0.0
37,1239,Human Resources,Other,Male,Divorced,12832,No,0.0
35,303,Sales,Life Sciences,Male,Single,13492,Yes,1349.2
33,867,Research & Development,Life Sciences,Male,Married,6076,No,0.0
28,1181,Research & Development,Life Sciences,Male,Married,5531,No,0.0
39,1253,Research & Development,Medical,Male,Single,7914,No,0.0
46,849,Sales,Life Sciences,Male,Single,25166,No,2516.6000000000004
40,616,Research & Development,Life Sciences,Female,Married,25605,No,0.0
42,1128,Research & Development,Medical,Male,Married,5696,No,0.0
35,1180,Research & Development,Medical,Male,Divorced,24442,No,0.0
38,1336,Human Resources,Human Resources,Male,Divorced,7129,No,0.0
34,234,Research & Development,Life Sciences,Male,Married,6208,No,0.0
37,370,Research & Development,Medical,Male,Single,4992,No,0.0
39,766,Sales,Life Sciences,Male,Divorced,19188,No,1918.8000000000002
43,343,Research & Development,Life Sciences,Male,Single,24978,No,0.0
41,447,Research & Development,Life Sciences,Male,Single,15530,No,0.0
41,796,Sales,Marketing,Female,Divorced,26458,Yes,2645.8
30,1092,Research & Development,Medical,Female,Single,2739,No,0.0
26,920,Human Resources,Medical,Female,Married,6889,Yes,0.0
46,261,Research & Development,Medical,Female,Married,10842,No,0.0
40,1194,Research & Development,Life Sciences,Female,Divorced,9060,No,0.0
34,810,Sales,Technical Degree,Male,Married,22128,No,2212.8
58,350,Sales,Medical,Male,Divorced,22577,No,2257.7000000000003
35,185,Research & Development,Medical,Male,Married,9696,No,0.0
47,1001,Research & Development,Life Sciences,Female,Divorced,19271,Yes,0.0
40,750,Research & Development,Life Sciences,Female,Divorced,10748,No,0.0
